Article number|EAN (European article number)|Manufacturers code / number|Manufacturer|Product Name|Description|Product Group|Price EUR|Delivery status|Product URL|Picture URL|Shipping
828658951||21Z0188|Lexmark|Lexmark C935HDN - 21Z0188 bis A3|Die Möglichkeiten und Funktionen des C935HDN sind praktisch unbegrenzt: Er bietet einmalige Ergebnisse auf einer große Reihe von Papiertypen - von kleinen Regaletiketten über Transparentfolien bis hin zu großen Postern und Outdoor-Medien. Für eine noch höhere Flexibilität können Sie optional zusätzliche Zuführungen und vollständige Finishing-Funktionen hinzufügen. Neben Heften und Lochen bietet der C935HDN Broschüren-Finishing für den In-House-Druck Ihrer eigenen Kataloge oder Newsletter in professioneller Qualität.|Kopiererhaus > Drucker|1249.00|4-7 Tage|http://www.kopiererhaus.de/lexmark-c935hdn-21z0188-bis-a3|https://www.kopiererhaus.de/media/catalog/product/1/0/1019349439.jpg|75.00
885503351||Q7517A|HP|HP Color LaserJet 4730 MFP - Q7517A|Mehr Top Funktionen in einem Gerät: Der professionell generalüberholte & gebrauchte HP Color LaserJet 4730 MFP ist ideal geeignet für Arbeitsgruppen mit durchschnittlichem Druckaufkommen (6 bis 15 Anwender) in Großunternehmen und Arbeitsgruppen (3 bis 10 Anwender) in kleinen und mittleren Unternehmen mit IT-Verwaltung, die Dokumente im Format DIN A4 in Schwarzweiß und in Farbe drucken und ihre Produktivität durch einen größeren Funktionsumfang steigern möchten. Der HP Color LaserJet 4730 MFP überzeugt mit höherer Effizienz beim Drucken und Kopieren in Schwarzweiß und in Farbe mit bis zu 30 S./Min., dazu Scannen in Farbe und beidseitiger Druck ohne Geschwindigkeitseinbußen. Dank einer Papierzuführung mit 1.600 Blatt Kapazität über eine 100-Blatt-Mehrzweckzuführung, sowie drei 500-Blatt-Papierzuführungen und automatischer Dokumentenzuführung haben Sie mit dem HP Color LaserJet 4730 MFP eine weit höhere Produktivität.|Kopiererhaus > Farbkopierer|830.00|4-7 Tage|http://www.kopiererhaus.de/hp-color-laserjet-4730mfp-q7517a-gebrauchter-kopierer|https://www.kopiererhaus.de/media/catalog/product/8/8/885503351_733069.jpg|75.00
885503411||Q7519A|HP|HP Color LaserJet 4730XS MFP - Q7519A|Erstklassige Sicherheit, höchste Zuverlässigkeit: Der professionell aufbereitete & gebrauchte HP Color LaserJet 4730XS MFP bietet als Standardzubehör der 4730XS Serie noch ein 500-Blatt-Ausgabefach mit Hefteinrichtung und Transfereinheit (IPTU). Zudem glänzt der HP Color LaserJet 4730XS mit zusätzlichen Sicherheitsoptionen - HP Secure Erase bietet beim Color LaserJet 4730XS eine Auswahl an drei verschiedenen Sicherheitsmodi beim Löschen der temporären Daten auf der Platte; jede dieser Optionen kann vom Administrator konfiguriert werden und gegen unberechtigte Änderungen mit einem Kennwort geschützt werden. Zudem verfügt der HP Color LaserJet 4730XS über ein integrierte LDAP-Authentifizierung mit SSL-Verschlüsselung als Gewähr für eine bedienerfreundliche und einfach zu verwaltende Lösung für Kunden, die auf eine hohe Netzwerksicherheit für eine zuverlässige Prüfung der Benutzeridentität angewiesen sind.|Kopiererhaus > Farbkopierer|1450.00|4-7 Tage|http://www.kopiererhaus.de/hp-4730-mfp|https://www.kopiererhaus.de/media/catalog/product/8/8/885503411_672174.jpg|75.00
885503491||Q7520A|HP|HP Color LaserJet 4730XM MFP - Q7520A|Zuverlässige Dokumentenerstellung: Der von Ihrem Profi top aufbereitete & gebrauchte HP Color LaserJet 4730XM MFP bleiben Ihre Investitionen geschützt, weil Sie einen niedrigen Einkaufspreis mit erheblichen Kosteneinsparungen kombinieren und gleichzeitig eine höhere Effizienz und Produktivität erzielen. Die richtigen Papierzufuhrmöglichkeiten des HP Color LaserJet 4730XM für allgemeine Büroaufgaben ermöglichen die lokale Erstellung von Dokumenten und eliminieren die Kosten für den zentralisierten Druck. Serienmäßig sind beim HP Color LaserJet 4730XM eine 40-GB-Festplatte zur Druckauftragspeicherung, eine automatische Duplexenheit zur Papierersparnis. Eine Zufuhrkapazität von 1.600 Blatt erlaubt, dass der HP Color LaserJet 4730XM seltener befüllt werden muss.|Kopiererhaus > Farbkopierer|920.00|4-7 Tage|http://www.kopiererhaus.de/hp-color-laserjet-4730xm-mfp-q7520a|https://www.kopiererhaus.de/media/catalog/product/8/8/885503491_939725.jpg|75.00
935595896||BIZHUBC20|Konica Minolta|Konica Minolta bizhub C20 - BIZHUBC20|Der Konica Minolta bizhub C20 ist ein Multifunktionsgerät.|Kopiererhaus > Farbkopierer|499.00|4-7 Tage|http://www.kopiererhaus.de/konica-minolta-bizhub-c20-mfp|https://www.kopiererhaus.de/media/catalog/product/9/3/935595896_168953.jpg|75.00
937897176||BIZHUBC550|Konica Minolta|Konica Minolta bizhub C550 bis A3|Zukunftsweisend innovativ: Mit dem professionell runderneuerten & gebrauchten Konica Minolta bizhub C550 erleben Sie kreatives Design gepaart mit einzigartigen Funktionen! Das multifunktionale Farbsystem bizhub C550 kombiniert hohe Produktivität in Schwarzweiß und Farbe mit hervorragenden Endverarbeitungsmöglichkeiten und vielseitiger Funktionalität. Der Konica Minolta bizhub C550 eignet sich gleichermaßen für den anspruchsvollen Schwarzweißdruck wie auch für die professionelle Farbausgabe. Insbesondere durch seine hohe Wirtschaftlichkeit stellt der bizhub C550 die optimale Lösung für den Druckbedarf ganzer Abteilungen und Unternehmen dar. Lassen Sie sich von der intuitiven Bedieneroberfläche des Farbtouchscreens durch die funktionale Vielfalt des Konica Minolta bizhub C550 führen. Ob als Drucker, Kopierer, Scanner, Fax oder Dokumentenserver mit Vorschaufunktion, der bizhub C550 ist in jeder Hinsicht eine gute Wahl!|Kopiererhaus > Farbkopierer|3300.00|4-7 Tage|http://www.kopiererhaus.de/konica-minolta-bizhub-c550-bis-a3|https://www.kopiererhaus.de/media/catalog/product/9/3/937897176_898973.jpg|75.00
938069036||BIZHUB250|Konica Minolta|Konica Minolta bizhub 250 bis A3|Kompakt und produktiv aufgestellt: Druch den professionell runderneuerten & gebrauchten Konica Minolta bizhub 250 schaffen Sie sich mehr Möglichkeiten: Als kompaktes Netzwerksystem erfüllt der bizhub 250 zuverlässig Ihre Erwartungen an eine effiziente Dokumentenproduktion. Mit dem Konica Minolta bizhub 250 profitieren Sie von der perfekten Kombination aus Drucker, Kopierer, High-Speed-Scanner sowie optionalem Fax und der schnellen Produktion von 25 Seiten pro Minute - alles mit einem System. Sie bekommen es schwarz auf weiß in exzellenter Qualität: Der bizub 250 bietet umfangreiche Sicherheitsfunktionen und die flexible Endverarbeitung sorgt für einen optimierten Workflow mit erstklassigen Ergebnissen. So gewinnen Sie Zeit für Ihr Business.|Kopiererhaus > Kopierer s/w|749.00|4-7 Tage|http://www.kopiererhaus.de/konica-minolta-bizhub-250-bis-a3|https://www.kopiererhaus.de/media/catalog/product/9/3/938069036_807694.jpg|75.00
938949991||BIZHUBC250|Konica Minolta|Konica Minolta bizhub C250 bis A3|Der Konica Minolta bizhub C250 ist ein Digitalkopierer.|Kopiererhaus > Farbkopierer, Kopiererhaus > Konica Minolta - Topseller in Farbe|1250.00|4-7 Tage|http://www.kopiererhaus.de/konica-minolta-bizhub-c250-bis-a3|https://www.kopiererhaus.de/media/catalog/product/9/3/938949991_661698.jpg|75.00
939316726||1102GZ3NL0|Kyocera|Kyocera FS-9130DN - 1102GZ3NL0 bis A3|Der Kyocera FS-9130DN ist ein Laserdrucker.|Kopiererhaus > Drucker|699.00|4-7 Tage|http://www.kopiererhaus.de/kyocera-fs-9130dn-1102gz3uk0-bis-a3|https://www.kopiererhaus.de/media/catalog/product/9/3/939316726_991298.jpg|75.00
941568796||21Z0221|Lexmark|Lexmark X945E MFP - 21Z0221 bis A3|Ein Farb-Multifunktionsdrucker für große Formate: Der leistungsfähige Lexmark X945E bietet die Qualität, Geschwindigkeit und Vielseitigkeit, die Sie benötigen, um Ihre gesamte Produktion intern abzuwickeln. Druckgeschwindigkeiten von bis zu 45 Seiten/Minute in Schwarz/Weiß, 40 Seiten/Minute in Farbe, eine Standardzuführungskapazität von 3.140 Blatt und Formate bis A3 machen den Lexmark X945E zum hoch effizienten Workflow - Partner. Der netzwerkfähige, preisgünstige und bedienungsfreundliche Lexmark X945E ist die ideale Lösung für größere Arbeitsgruppen mit hohen Anforderungen und Ihr Garant für eine brillante Farbausgabe.|Kopiererhaus > Farbkopierer|890.00|4-7 Tage|http://www.kopiererhaus.de/lexmark-x945e-mfp-21z0221-bis-a3|https://www.kopiererhaus.de/media/catalog/product/9/4/941568796_192000.jpg|75.00
944736656||19Z0233 |Lexmark|Lexmark X860DE 4  MFP 4-in-1 - 19Z0233 bis A3|Modern und leistungsfähig: Der professionell runderneuerte & gebrauchte Lexmark X860DE 4 MFP unterstützt Medienformate bis DIN A3 und bietet Druck- und Kopiergeschwindigkeiten von 35 Seiten pro Minute in DIN A4. Mit dem Lexmark X860DE 4 profitieren Sie von flexibler Papierhandhabung, fortschrittlichen Finishing-Optionen, modernsten Sicherheitsfunktionen und einer einfachen Bedienung über den anwenderfreundlichen farbigen e-Task-Touchscreen von Lexmark. Aber das Beste von allem ist, dass der Lexmark X860DE 4 eine Lösungsschnittstelle bietet. Gewinnen Sie echte Dynamik durch Hinzufügen von Anwendungslösungen, die auf Ihre Art zu arbeiten zugeschnitten sind! Drucken, Kopieren, Faxen und Scannen in einem Gerät.|Kopiererhaus > Sale, Kopiererhaus > Kopierer s/w|699.00|4-7 Tage|http://www.kopiererhaus.de/lexmark-x860de-4-mfp-19z0233-bis-a3|https://www.kopiererhaus.de/media/catalog/product/9/4/944736656_855097.jpg|75.00
946497691||CE712A|HP|HP Color LaserJet CP5225DN -  CE712A bis A3|Der preiswerte Duplex A3 Farblaserdrucker: Der hochwertig runderneuerte & gebrauchte HP Color Laserjet CP5225DN ist ein vielseitiger und kostengünstiger A3 Desktop-Drucker, der sämtliche geschäftlichen Druckanforderungen von Postkarten bis zu Dokumenten in Großformat abdeckt. Der HP Color Laserjet CP5225DN bietet eine exzellente Druckqualität durch HP ColorSphere Toner, hohe Geschwindigkeiten und Benutzerfreundlichkeit mit unübertroffener Zuverlässigkeit. Das intuitive Bedienfeld mit deutlicher Anzeige von Druckerstatusmeldungen des HP Color Laserjet CP5225DN und einfach zu ersetzende Verbrauchsmaterialien für einfache Verwendung, gemeinsame Nutzung und Wartung werden Sie überzeugen. High-Speed USB 2.0 Anschluss und Kabel zum Direktanschluss an einen Computer und ein integrierter Fast Ethernet 10/100 Base-T Printserver für einfache Netzwerkverbindung und gemeinsame Nutzung durch bis zu 15 Benutzer sind beim HP Color Laserjet CP5225DN standard. Minimale Benutzereingriffe durch einfach zu ersetzende All-in-One-Druckkassetten und praktischen Frontzugang zu Verbrauchsmaterialien runden den Farblaserdrucker vorteilhaft ab.|Kopiererhaus > Drucker|899.00|4-7 Tage|http://www.kopiererhaus.de/hp-color-laserjet-cp5225dn-ce712a-bis-a3|https://www.kopiererhaus.de/media/catalog/product/9/4/946497691_360758.jpg|75.00
947988441||Q3945A|HP|HP LaserJet 4345XM MFP 4-in-1 - Q3945A|Vielseitige und effiziente Dokumentenerstellung in Ihrem Büro: Der professionell runderneuerte & gebrauchte HP Laserjet 4345XM Mulitfunktionsdrucker bietet ihnen einen sehr langfristigen Nutzwert, denn mit dem HP Laserjet 4345XM können sie die Gesamtbetriebskosten verlässlich senken und entscheidende Kosteneinsparungen realisieren. Der effiziente HP Laserjet 4345XM  hat beeindruckende Papierzuführungsfunktionen, welche die Dokumentenproduktion vor Ort überzeugend ermöglichen. Insgesamt maximieren Sie durch den HP Laserjet 4345XM die Arbeitsgruppenproduktivität dank Drucken, Kopieren, Scan-to-E-Mail und Faxmodem in einem Workflow. Dieses flexible Multifunktionsgerät bietet mehrere Papierzuführungen, Heften und Sortieren als Optionen zur Endbearbeitung von Dokumenten, eine 3-fach Ablage und Digital Sending. Die Anwenderfreundlichkeit bem HP Laserjet 4345XM garantiert Ihnen ein bedienerfreundliches intuitives Bedienfeld mit berührungssensitiven Symbolen. Mit dem HP Laserjet 4345XM erhalten Sie die bewährte Bedienerfreundlichkeit und Zuverlässigkeit von HP, sowie die Vielseitigkeit eines hochproduktiven MFP-Geräts.|Kopiererhaus > Kopierer s/w|949.00|4-7 Tage|http://www.kopiererhaus.de/hp-laserjet-4345xm-mfp-4-in-1-q3945a|https://www.kopiererhaus.de/media/catalog/product/9/4/947988441_798768.jpg|75.00
951891506||P5500B|Xerox|Xerox Phaser 5500B bis A3|Intelligente Funktionalität: Der fachmännisch runderneuerte & gebrauchte Xerox Phaser 5500B ist verlässlich, umgänglich, robust und er bewältigt jeden Tag aufs Neue sein hohes Arbeitspensum sicher und störungsfrei. Der Xerox Phaser 5500B ist bis in den kleinsten Winkel auf absolute Zuverlässigkeit programmiert und wird Sie garantiert nicht im Stich lassen. Die Lebensdauer der Druckeinheit beim Xerox Phaser 5500B liegt bei etwa drei Millionen Seiten. Somit können sie sich auf absolute Spitzenleistung des Xerox Phaser 5500B über Jahre hinaus verlassen. Ein außergewöhnlich günstiger Preis und niedrige Kosten pro Seite beim Xerox Phaser 5500B garantieren unschlagbare niedrige Betriebs- und Unterhaltskosten.|Kopiererhaus > Drucker|599.00|3-4 Tage|http://www.kopiererhaus.de/xerox-phaser-5500b-bis-a3|https://www.kopiererhaus.de/media/catalog/product/x/e/xerox-phaser-5500b.jpg|75.00
951911626||P5500N|Xerox|Xerox Phaser 5500N bis A3|Überzeugende Vielfalt: Der fachmännisch runderneuerte & gebrauchte Xerox Phaser 5500N bietet ein absolut geniales Preis-/Leistungsangebot und dabei setzt er  sich deutlich von allen anderen Druckern seiner Klasse ab. Der Xerox Phaser 5500N trumpft mit netzwerkfähigen Funktionen wie integriertem Web-Server, E-Mail-Warnungen, Nutzungsprofil-Tool und Auftragsberechnung. Mit dem Xerox Phaser 5500N wird das Druckermanagement leicht gemacht und sie werden bisher unüberwindliche Produktivitätshürden jetzt mühelos überwinden. Der Xerox Phaser 5500N erfüllt kompromisslos sein Versprechen, herausragende Zuverlässigkeit und Leistung zu liefern.|Kopiererhaus > Drucker|649.00|3-4 Tage|http://www.kopiererhaus.de/xerox-phaser-5500n-bis-a3|https://www.kopiererhaus.de/media/catalog/product/2/5/250641.jpg|75.00
951915526||P5500DN|Xerox|Xerox Phaser 5500DN bis A3|Augereift und komfortabel: Der fachmännisch runderneuerte & gebrauchte Xerox Phaser 5500DN überwindet mit geballter Kraft selbst die höchsten Produktivitätshürden spielend leicht und schnell. Kompromisslose Leistung und eine Zuverlässigkeit, die den Wettbewerb vor Neid erblassen lässt, sind beim Xerox Phaser 5500DN selbstverständlich. Wenn hohes Druckvolumen, enge Termine und komplexe Anwendungen an der Tagesordnung sind, ist der Xerox Phaser 5500DN genau der Richtige. So schnell und so günstig wie mit dem Xerox Phaser 5500DN wurde die Produktivitätsschlacht noch nie gewonnen.|Kopiererhaus > Drucker|699.00|3-4 Tage|http://www.kopiererhaus.de/xerox-phaser-5500dn-bis-a3|https://www.kopiererhaus.de/media/catalog/product/x/e/xerox-phaser-5500b_1.jpg|75.00
951917421||P5500DT|Xerox|Xerox Phaser 5500DT bis A3|Ausdauernd und flott: Der fachmännisch runderneuerte & gebrauchte Xerox Phaser 5500DT mit seinen ausgereiften Komfortfunktionen macht  jeden Druckauftrag zum Kinderspiel. Intelligente Papierfächer, Vorsortierspeicher, Broschürendruck, Tonerkontrolle, Randloser Druck und vieles mehr garantieren beim Xerox Phaser 5500DT effizientes Arbeiten. Der Xerox Phaser 5500DT hat Produktivitäts-Tools in Hülle und Fülle. Die Pipelineverarbeitung des Xerox Phaser 5500DT sorgt für einen stetigen Auftragsfluss, denn bei laufendem Druckvorgang werden schon wieder neue Aufträge angenommen und verarbeitet. Kurzum - der Xerox Phaser 5500DT ist schneller, effizienter und konsequenter, als Sie es von einem netzwerkfähigen Drucker jemals erwartet hätten.|Kopiererhaus > Drucker|789.00|3-4 Tage|http://www.kopiererhaus.de/xerox-phaser-5500dt-bis-a3|https://www.kopiererhaus.de/media/catalog/product/x/e/xerox-phaser-5500b_2.jpg|75.00
953525186||P7400N|Xerox|Xerox Phaser 7400N bis A3|Die "Alles-aus-einer-Hand-Lösung": Der fachmännisch runderneuerte & gebrauchte Xerox Phaser 7400N ist einer der schnellsten Drucker seiner  Klasse und bewältigt das im Tagesgeschäft anfallende Druckvolumen Ihres Teams in überzeugender Rekordzeit. Mit seinen ausgereiften Druckfunktionen fängt der Xerox Phaser 7400N Arbeitsspitzen der vielbeschäftigten Arbeitsgruppe mit hohem Durchsatz und ohne Engpässe zuverlässig ab. Trotz robuster Funktionalität ist der Xerox Phaser 7400N erschwinglich für Büros jeder Größenordnung und selbst die Basisfunktionen liefern Ihnen die Qualität und Geschwindigkeit, die Sie für Ihren Workflow voraussetzen. Der günstige Preis und die freie Auswahl unter einer Vielzahl von Konfigurationen machen den Xerox Phaser 7400N zu einer attraktiven Lösung.|Kopiererhaus > Drucker|799.00|3-4 Tage|http://www.kopiererhaus.de/xerox-phaser-7400n-bis-a3|https://www.kopiererhaus.de/media/catalog/product/x/e/xerox-phaser-7400n-019.jpg|75.00
953607306||P7400DN|Xerox|Xerox Phaser 7400DN bis A3|Ein Drucker - Keine Wartezeiten: Der professionell aufbereitete & gebrauchte Xerox Phaser 7400DN kann mit Druckgeschwindigkeiten von 36 Seiten/Min. in Farbe und 40 Seiten/Min. in Schwarzweiß sowie einer Erstdruckzeit von nur 12 Sekunden (Farbe). Ihre Druckaufträge schon ausgegeben, kaum dass Sie sie abgeschickt haben. Der schnelle 800-MHz-Prozessor beim Xerox Phaser 7400DN, optionale Arbeitsspeicher mit Kapazitäten von 256 MB bis 1 GB und Pipelineverarbeitung sorgen dafür, dass kein Auftrag mehr in der Warteschlange stecken bleibt. Der Xerox Phaser 7400DN hat einen niedrigen Seitenpreis wenn Schwarzweiß genügt und brillante Farbe, wann immer Sie diese brauchen.|Kopiererhaus > Drucker|749.00|3-4 Tage|http://www.kopiererhaus.de/xerox-phaser-7400dn-bis-a3|https://www.kopiererhaus.de/media/catalog/product/x/e/xerox-phaser-7400n-019_1.jpg|75.00
953613226||P7400DT|Xerox|Xerox Phaser 7400DT bis A3|Produktiv sein und trotzdem Geld sparen: Der professionell aufbereitete & gebrauchte Xerox Phaser 7400DT hat eine Fülle intelligenter Funktionen integriert: Der PrintingScout überwacht die Druckaufträge und zeigt in einem Popup-Fenster Hilfsinformationen an. Über das Support Centre Dienstprogramm des Xerox Phaser 7400DT sind detaillierte Angaben im Handumdrehen abrufbar. Die Auftragsabrechung und die Auslastungskontrolle sowie ausführliche Informationen über den Materialverbrauch sind zudem beim Xerox Phaser 7400DT jederzeit präsent. Hochvolumige Druckaufträge können mit dem Xerox Phaser 7400DT ebenso wie kleine Sonderprojekte jederzeit bei Bedarf hausintern erledigt werden.|Kopiererhaus > Drucker|889.00|3-4 Tage|http://www.kopiererhaus.de/xerox-phaser-7400dt-bis-a3|https://www.kopiererhaus.de/media/catalog/product/x/e/xerox-phaser-7400n-019_2.jpg|75.00
953615561||P7400DX|Xerox|Xerox Phaser 7400DX Farblaserdrucker bis A3+|Die ultimative Leistungsstärke: Der professionell aufbereitete & gebrauchte Xerox Phaser 7400DX ist ein Rundum-Sorglos-Paket und als einer der schnellsten Drucker seiner Klasse bewältigt der Phaser 7400 das im Tagesgeschäft anfallende Druckvolumen Ihres Teams im Rekordtempo. Mit ausgereiften Druckfunktionen fängt der Xerox Phaser 7400DX die Arbeitsspitzen Ihrer produktiven Arbeitsgruppe mit hohem Durchsatz und ohne Engpässe absolut zuverlässig ab. Der abgestimmt günstige Preis und die freie Auswahl unter einer Vielzahl von Konfigurationen machen den Xerox Phaser 7400DX zu einer attraktiven Lösung für Arbeitsgruppen mit Druckaufträgen jeder Größenordnung. Das Großraum-Papierfach erweitert den Papiervorrat durch drei zusätzliche Fächer um 1.650 Blatt.|Kopiererhaus > Drucker|989.00|3-4 Tage|http://www.kopiererhaus.de/xerox-phaser-7400dx-farblaserdrucker-bis-a3|https://www.kopiererhaus.de/media/catalog/product/x/e/xerox-phaser-7400n-019_3.jpg|75.00
961830110||BIZHUB163|Konica Minolta|Konica Minolta bizhub 163 MFP bis A3|Der Konica Minolta bizhub 163 ist ein Digitalkopierer.|Kopiererhaus > Kopierer s/w|699.00|4-7 Tage|http://www.kopiererhaus.de/konica-minolta-bizhub-163-mfp-bis-a3|https://www.kopiererhaus.de/media/catalog/product/9/6/961830110_235417.jpg|75.00
963252025||KMC3232E|Kyocera|Kyocera Mita KM-C3232E MFP bis A3|Der Kyocera Mita KM-C3232E ist ein Digitalkopierer.|Kopiererhaus > Drucker, Kopiererhaus > Farbkopierer|819.00|4-7 Tage|http://www.kopiererhaus.de/kyocera-mita-km-c3232e-mfp-bis-a3|https://www.kopiererhaus.de/media/catalog/product/9/6/963252025_475290.jpg|75.00
963266005||KMC3050|Kyocera|Kyocera Mita KM-3050 MFP bis A3|Machen Sie Ihren Workflows Beine mit dem vom Fachmann aufgearbeiteten Kyocera Mita KM-3050. Hier bekommen Sie das Gesamtpaket aus Druck, Farbscan und Kopie (sowie einer optionalen Faxfunktion). Der Multifunktionsdrucker von Kyocera hat sich als zuverlässiger Partner für alle Anforderungen und Arbeitsgruppengrößen verdient gemacht und produziert in rasanter Geschwindigkeit und erstklassiger Qualität hochwertige Geschäftsunterlagen in den Formaten A6, A6+, A5, A5+, A4, A4+, A3 und sogar A3+. Die integrierte Duplexeinheit beschleunigt nicht nur Ihre Arbeitsprozesse, sondern spart auch gleichzeitig eine Menge Papier und schont die Umwelt. Mit einer empfohlenen Auslastung von bis zu 100.000 Seiten pro Monat ist das Gerät auch hohen Druckvolumino gewachsen und wird dank Netzwerkschnittstelle innerhalb kürzester Zeit für alle Nutzer einsatzfähig. Überzeugen Sie sich von dem High-End-Performer, der Ihre Effektivität in neue Höhen katapultieren wird.  |Kopiererhaus > Kopierer s/w|1019.00|4-7 Tage|http://www.kopiererhaus.de/kyocera-mita-km-3050-mfp-bis-a3|https://www.kopiererhaus.de/media/catalog/product/9/6/963266005_287082.jpg|75.00
963528390||KMC3530|Kyocera|Kyocera Mita KM-3530 Kopierer bis A3|Papierverarbeitung at its best: Der professionell runderneuerte Kyocera Mita KM-3530 setzt Maßstäbe in Sachen Produktivität, Umweltfreundlichkeit und Komfort. Erstellen Sie erstklassige Geschäftsunterlagen mit einer Druckgeschwindigkeit von bis zu 35 Seiten pro Minute in s/w und A4 und einer Druckauflösung von 1.200 dpi. Der netzwerkfähige KM-3530 verarbeitet problemlos unterschiedlichste Formate und Papiergrammaturen von A6 bis A3+ und bis zu 200g/m². Dank seiner langlebigen Komponenten ist der Laserdrucker mit seinen niedrigen Folgekosten auch für preisbewusste Anwender bestens geeignet.  |Kopiererhaus > Kopierer s/w|799.00|4-7 Tage|http://www.kopiererhaus.de/kyocera-mita-km-3530-kopierer-bis-a3|https://www.kopiererhaus.de/media/catalog/product/9/6/963528390_465466.jpg|75.00
963554105||BIZHUBC300|Konica Minolta|Konica Minolta bizhub C300 MFP bis A3|Der Konica Minolta bizhub C300 ist ein Digitalkopierer.|Kopiererhaus > Farbkopierer|1019.00|4-7 Tage|http://www.kopiererhaus.de/konica-minolta-bizhub-c300-mfp-bis-a3|https://www.kopiererhaus.de/media/catalog/product/9/6/963554105_604471.jpg|75.00
963731450||KMC3053|Kyocera|Kyocera Mita KM-3035 Kopierer bis A3|Mit diesem multifunktionalen High-Class-Performer holen Sie sich ein echtes Kraftpaket ins Büro: Der runderneuerte Kyocera Mita KM-3035 ist ein monochromes Multifunktionsgerät, das sich vor allem für mittelgroße und große Arbeitsgruppen bestens eignet. Wann immer umfangreiche Papierverarbeitungsaufträge anstehen, ist der KM-3035 mit einer empfohlenen Auslastung von bis zu 100.000 Seiten pro Monat die ideale Wahl. Der Allrounder ist eine echte Kommunikationszentrale für Druck, Kopie, Scan und Fax, der mit einer standardmäßigen Duplexeinheit und einer enormen Speicherkapazität aufwarten kann. Lange Wartezeiten gehören so der Vergangenheit an. Das benutzerfreundliche Touchpanel mit verständlichen Piktogrammen macht die Auftragsverarbeitung zum Kinderspiel. Per Fingerdruck steuern Sie die unterschiedlichen Funktionalitäten an und überprüfen den Wartungszustand Ihres Geräts.  |Kopiererhaus > Kopierer s/w|699.00|4-7 Tage|http://www.kopiererhaus.de/kyocera-km-3035-kopierer|https://www.kopiererhaus.de/media/catalog/product/9/6/963731450_676182.jpg|75.00
964686525||KMC2530|Kyocera|Kyocera Mita KM-2530 Kopierer bis A3|Weit mehr als nur ein Kopierer: Der vielseitig begabte Kyocera Mita KM-2530 wurde vom Experten für Sie runderneuert und überzeugt in den Disziplinen Netzwerkdruck, Scan und Fax. Die digitale Kommunikationszentrale für Ihre Abteilung ist mit einer Kopiergeschwindigkeit von 25 Seiten pro Minute und einer Ausgabezeit von nur 3,9 Sekunden bei der ersten Kopie komfortabel auch für größere Auftragsvolumina einsetzbar. Und all diese Vorteile kommen in einem modernen und äußerst benutzerfreundlichen Design daher. Die wichtigsten Standardfunktionen legen Sie einfach als Kurzwahl-Makros ab. So sind sie mit nur einem Fingerdruck anwählbar. Geringe Ausfallzeiten sorgen für niedrige Folgekosten für die anspruchsvollen Anwender.  |Kopiererhaus > Kopierer s/w|699.00|4-7 Tage|http://www.kopiererhaus.de/kyocera-mita-km-2530-kopierer-bis-a3|https://www.kopiererhaus.de/media/catalog/product/9/6/964686525_954134.jpg|75.00
964795985||DI2510|Konica Minolta|Konica Minolta Dialta DI 2510 Kopierer bis A3|Kommunikation auf höchstem Niveau: Der professionell runderneuerte & gebrauchte Konica Minolta Dialta DI 2510 ist Ihre Kommunikationszentrale für schwarzweiß Ausgabe um papierbasierte Kommunikationsprozesse leistungsstark zu optimieren. Mit dem Dialta DI 2510 profitieren Sie in Ihrem Büro von der Leistung und Vielfalt eines Druck-/Kopiersystem für Abteilungen - ohne den störenden Lärm eines großen Systems. Der Konica Minolta Dialta DI 2510 in verschiedenen Konfigurationen erhältlich, die auf Ihre individuellen Anforderungen zugeschnitten werden können. Ihre Arbeitsgruppe kann so von einer maßgeschneiderten Lösung für die Kommunikation im Büro profitieren.|Kopiererhaus > Kopierer s/w|759.00|4-7 Tage|http://www.kopiererhaus.de/konica-minolta-dialta-di-2510-kopierer-bis-a3|https://www.kopiererhaus.de/media/catalog/product/9/6/964795985_982563.jpg|75.00
965196720||DI3010|Konica Minolta|Konica Minolta Dialta DI 3010 Kopierer bis A3|Ein Hochleistungsscanner für alle Büroherausforderungen: Der aufgearbeitete Konica Minolta Dialta DI 3010 steigert Ihre Effizienz. Mit seinem intelligenten Design und verbesserten Zugriffsmöglichkeiten ist das Gerät besonders benutzerfreundlich und spart dank hoher Druck- und Kopiergeschwindigkeiten viel Zeit für Ihr Unternehmen. Mit einer Druckgeschwindigkeit von bis zu 30 Seiten pro Minute verarbeitet der Digitalkopierer die Papierformate A6, A5, A4 und A3 und überzeugt mit einer gestochen scharfen Auflösung. |Kopiererhaus > Kopierer s/w|849.00|4-7 Tage|http://www.kopiererhaus.de/konica-minolta-dialta-di-3010-kopierer-bis-a3|https://www.kopiererhaus.de/media/catalog/product/9/6/965196720_983465.jpg|75.00
