Article number|EAN (European article number)|Manufacturers code / number|Manufacturer|Product Name|Description|Product Group|Price EUR|Delivery status|Product URL|Picture URL
390717616|082916703558|CB368A|HP|HP Laserjet P2015DN - CB368A|   Hersteller HP   Modell LaserJet P2015DN   Druckertyp Laser - monochrom   Druckgeschwindigkeit Bis zu 26 Seiten/Min. - s/w - A4 (210 x 297 mm)   Schnittstelle USB, LAN   Max. Auflösung (S/W) 1200 dpi   Image Enhancement Technology HP ProRes 1200 / HP FastRes 1200   Automatisches Duplexing Duplex Ja   Zeit bis zum ersten Ausdruck S/W 8.5 Sek.   Druckersprache PCL 5E, PostScript 3, PCL 6   Enthaltene Schriftarten 45 x TrueType   35 x PostScript   Prozessor Motorola ColdFire 400 MHz   Installierter RAM (Max.) 32 MB / 288 MB (Max)   Technologie / Formfaktor DDR2 SDRAM - DIMM 144-PIN   Medientyp Briefumschläge, Transparentfolien, Etiketten, Normalpapier, Hochglanzpapier, Karten   Max. Mediengröße (angepasst) 216 mm x 356 mm   Mediengrößen ANSI A (Letter) (216 x 279 mm), Legal (216 x 356 mm), Executive (184 x 267 mm), A4 (210 x 297 mm), A5 (148 x 210 mm), B5 (176 x 250 mm), A6 (105 x 148 mm), JIS B5 (182 x 257 mm), B6 (125 x 176 mm), 76 x 127 mm   Größe der Briefumschläge International DL (110 x 220 mm), International C5 (162 x 229 mm)   Mediengewicht 60 g/m2 - 163 g/m2   Gesamte Medienkapazität 300 Blätter   Mediazuführung/Mediazuführungen 1 x automatischer Dokumenteneinzug - 50 Blätter - Legal (216 x 356 mm) Gewicht: 60 g/m2 - 163 g/m2   1 x automatischer Dokumenteneinzug - 250 Blätter - Legal (216 x 356 mm) Gewicht: 60 g/m2 - 105 g/m2   Max. Medienkapazität 550 Blätter   Ausgabefachkapazität 150 Blatt   Monatliche Kapazität (max.) 15000 Seiten   Netzwerk Druckserver - integriert   Kennzeichnung FCC Klasse B bescheinigt, UL, cUL, EN 61000-3-2, GS, ICES-003, IEC 825-1/EN 60825-1 class 1, EN 61000-3-3, EN55024, CISPR 22, EN55022 Class B, EMC, FCC CFR47 Part 15, IEC 60950-1, EN 60950-1   Leistungsaufnahme im Betrieb 350 Watt   Leistungsaufnahme im Standby/Ruhezustand 7 Watt   Erforderliches Betriebssystem Microsoft Windows 2000 / XP, Microsoft Windows Server 2003, Apple MacOS X 10.2.8, Apple MacOS X 10.3.9, Apple MacOS X 10.4.3   Details der Systemanforderungen Windows 98 - Pentium - 166 MHz - RAM 64 MB - HD 200 MB Windows 2000/XP - 333 MHz - RAM 64 MB - HD 200 MB Windows Server 2003 - 550 MHz - RAM 128 MB - HD 200 MB MacOS X 10.2.8 oder höher - RAM 128 MB - HD 150 MB   ENERGY STAR Ja   Min Betriebstemperatur 0 °C   Max. Betriebstemperatur 45 °C   Zulässige Luftfeuchtigkeit im Betrieb 15 - 80%   Schallemission (Betrieb) 50 dBA   Breite 35 cm   Tiefe 36.2 cm   Höhe 25.6 cm   Gewicht 11 kg     |Kopiererhaus > Drucker|145.00|3-5 Werktage|http://www.kopiererhaus.de/hp-laserjet-p2015dn-cb368a|https://www.kopiererhaus.de/media/catalog/product/3/9/390717616_120567.jpg
391397101|829160315867|Q3722A|HP|HP LaserJet 9050N - Q3722A|   Hersteller HP   Modell LaserJet 9050N   Druckertyp Laser - monochrom   Max. Auflösung (S/W)  1200 dpi x 1200 dpi   Druckgeschwindigkeit  Bis zu 50 Seiten/Min. - s/w - A4 (210 x 297 mm);   Bis zu 28 Seiten/Min. - s/w - A3 (297 x 420 mm);   Bis zu 50 Seiten/Min. - s/w - ANSI A (Letter)(216 x 279 mm)   Image Enhancement Technology  HP FastRes 1200   Schnittstelle  Parallel, Ethernet 10/100Base-TX   PostScript Unterstützung  Standard   Druckersprache  PCL 5E, PostScript 3, PCL 6, HP PJL, HP PML, PDF 1.3   Enthaltene Schriftarten  80 x TrueType   Prozessor  MIPS 533 MHz   Installierter RAM (Max.)  128 MB / 512 MB (Max)   Mediazuführungen  2 x automatischer Dokumenteneinzug - 500 Blätter - 297 x 432 mm Gewicht: 64 g/m2 - 199 g/m2;   1 x automatischer Dokumenteneinzug - 100 Blätter - 312 x 470 mm Gewicht: 64 g/m2 - 216 g/m2   Monatliche Kapazität 300000 Seiten   Produktzertifizierungen  CE, TUV, GOST, cUL, EN 60950, EN 61000-3-2, ICES-003, MEEI, NOM, TUV S, IEC 60950, EN 61000-3-3, EN55024, UL 60950, CISPR 22, CSA 22.2 No. 60950, EN55022 Class B, FCC Part 15 B   Leistungsaufnahme im Betrieb  1000 Watt   Erforderliches Betriebssystem  Apple MacOS 8.6 oder später, Microsoft Windows 95/98/ME/NT/2000/XP   Details der Systemanforderungen  Windows 95/98 - Pentium - 90 MHz - RAM 16 MB - HD 180 MB;   Windows ME - Pentium - 150 MHz - RAM 32 MB - HD 180 MB;   Windows NT 4.0 - Pentium - 90 MHz - RAM 32 MB - HD 180 MB;   Windows 2000 - 300 MHz - RAM 64 MB - HD 180 MB;   Windows XP - 233 MHz - RAM 64 MB - HD 180 MB;   MacOS - HD 160 MB   ENERGY STAR-qualifiziert  Ja   Max. Betriebstemperatur  33 °C   Zulässige Luftfeuchtigkeit im Betrieb  10 - 80%   Schallemission (Standby)  56 dBA   Schallemission (Betrieb)  72 dBA   Breite  63.8 cm   Tiefe  60 cm   Höhe  63.3 cm   Gewicht  69,4 kg     |Kopiererhaus > Drucker|749.00|3-5 Werktage|http://www.kopiererhaus.de/hp-laserjet-9050n-q3722a|https://www.kopiererhaus.de/media/catalog/product/3/9/391397101_442950.jpg
391478191|0882780566996|Q7814A|HP|HP Laserjet P3005N - Q7814A|   Hersteller HP   Modell LaserJet P3005N   Druckertyp Laser - monochrom   Druckgeschwindigkeit Bis zu 33 Seiten/Min. - s/w - A4 (210 x 297 mm)   Schnittstelle USB, LAN   Max. Auflösung (S/W) 1200 dpi   Image Enhancement Technology HP ProRes 1200 / HP FastRes 1200   PostScript Unterstützung Standard   Zeit bis zum ersten Ausdruck S/W 9.5 Sek.   Schnittstelle USB, Ethernet 10/100Base-TX   Druckersprache PCL 5E, PostScript 3, PCL 6   Enthaltene Schriftarten 93 x PostScript   103 x skalierbar   Prozessor Motorola ColdFire 5 400 MHz   Installierter RAM (Max.) 80 MB / 320 MB (Max)   Medientyp Briefumschläge, Transparentfolien, Etiketten, Normalpapier, Karten, Bondpapier, Recycling-Papier   Minimale Mediengröße (Angepasst) 76 mm x 127 mm   Max. Mediengröße (angepasst) 216 mm x 356 mm   Mediengrößen ANSI A (Letter) (216 x 279 mm), Legal (216 x 356 mm), Executive (184 x 267 mm), A4 (210 x 297 mm), A5 (148 x 210 mm), B5 (176 x 250 mm), JIS B5 (182 x 257 mm), 76 x 127 mm   Mediengewicht 60 g/m2 - 200 g/m2   Gesamte Medienkapazität 600 Blätter   Mediazuführung/Mediazuführungen 1 x automatischer Dokumenteneinzug - 100 Blätter - Legal (216 x 356 mm) Gewicht: 60 g/m2 - 200 g/m2   1 x automatischer Dokumenteneinzug - 500 Blätter - Legal (216 x 356 mm) Gewicht: 60 g/m2 - 120 g/m2   Max. Medienkapazität 1100 Blätter   Ausgabefachkapazität 350 Blatt   Monatliche Kapazität (max.) 100000 Seiten   Netzwerk Druckserver   Data Link Protocol Ethernet, Fast Ethernet   Kennzeichnung FCC Klasse B bescheinigt, UL, CISPR 22 Class B, cUL, EN 60950, EN 61000-3-2, GS, ICES-003, IEC 60950, EN 61000-3-3, EN55024, EN55022 Class B, EMC, FCC CFR47 Part 15, EN 60825, IEC 60825-1   Erforderliche Netzspannung Wechselstrom 230 V   Nötige Frequenz 50/60 Hz   Leistungsaufnahme im Betrieb 600 Watt   Leistungsaufnahme im Standby/Ruhezustand 9 Watt   Erforderliches Betriebssystem HP-UX 10.20, SunSoft Solaris 2.5 oder neuer, IBM AIX 3.2.5 oder später, Microsoft Windows 2000, HP-UX 11.x, Apple MacOS 9.x, Red Hat Linux 7.0 oder später, Microsoft Windows XP Home Edition, Microsoft Windows XP Professional, HP-UX 11i, Apple MacOS X 10.2 oder später, Microsoft Windows Server 2003, SuSE Linux 8.0 oder später, Novell NetWare 5.1 oder höher, Apple MacOS X 10.2.8, Microsoft Windows XP Professional x64 Edition, Apple MacOS X 10.3.9, Apple MacOS X 10.4.3   Details der Systemanforderungen Windows 98SE/ME - Pentium - 166 MHz - RAM 64 MB - HD 200 MB   Windows 2000/XP - 333 MHz - RAM 64 MB - HD 200 MB   Windows Server 2003 - 550 MHz - RAM 128 MB - HD 200 MB   MacOS X - HD 200 MB   ENERGY STAR Ja   Min Betriebstemperatur 15 °C   Max. Betriebstemperatur 32.5 °C   Zulässige Luftfeuchtigkeit im Betrieb 10 - 80%   Schallemission (Betrieb) 51 dBA   Breite 42.5 cm   Tiefe 41 cm   Höhe 31 cm   Gewicht 16.2 kg     |Kopiererhaus > Drucker|99.00|3-5 Werktage|http://www.kopiererhaus.de/hp-laserjet-p3005n-q7814a|https://www.kopiererhaus.de/media/catalog/product/3/9/391478191_628501.jpg
391482941|0882780567511, 840356365695|Q7816A|HP|HP Laserjet P3005X - Q7816A|   HP LaserJet P3005X   + Günstig im Verbrauch, schnell im Druck und hohe Medienkapazität mit diesem gebrauchten HP P3005X +        Technische Daten des HP Laserjet P3005X  Druckverfahren: Schwarzweiß-Laserdruck Druckgeschwindigkeit: DIN A4 s/w bis zu 33 Seiten/Min. Prozessor: 400 MHz, Motorola ColdFire® V5 Speicher (RAM): 48 MB, Erweiterbar auf 304 / 320 MB über einen standard 144-Pin-DIMM-Steckplatz Max. Auflösung (S/W): 1200 dpi x 1200 dpi Druckersprache:HP PCL 6, HP PCL 5e, HP Postscript Level 3 Emulation, PDF-Direktdruck v1.4 (mit mindestens 128 MB Druckerspeicher) Schnittstelle: Hi-Speed USB 2.0 Schnittstelle, ein freier EIO-Steckplatz, integrierter HP Jetdirect Fast Ethernet Printserver; Druckvolumen: Bis zu 100.000 Seiten pro Monat Duplex: Standard Gesamte Medienkapazität: 1100 Blätter Mediazuführungen: 1 x automatischer Dokumenteneinzug - 100 Blätter - Legal (216 x 356 mm) Gewicht: 60 g/m2 - 200 g/m2; 1 x automatischer Dokumenteneinzug - 500 Blätter - Legal (216 x 356 mm) Gewicht: 60 g/m2 - 120 g/m; extra 500 Blatt Papierfach Bedienfeld: Zweizeiliges grafikfähiges Display; Hilfe-Taste für Informationen zur Meldung auf dem Display; Zurück-Taste, um im Menü  zurückzuspringen oder zu beenden; Pause-/Fortsetzen-Taste, um Druckvorgänge zu unterbrechen und wieder aufzunehmen;  Nach-oben-Taste, um in Listen zum vorherigen Eintrag zu navigieren oder den Wert von numerischen Positionen zu erhöhen;  Nach-unten-Taste, um in Listen zum nachfolgenden Eintrag zu navigieren oder den Wert von numerischen Positionen zu verringern;  Auswahl-Taste, um Menüs zu öffnen und Optionen auszuwählen, Fehlermeldungen zu beheben, ausgewählte Elemente zu speichern  und die hervorgehobene Aktion auszuführen; Druckabbruch-Taste, um Druckaufträge abzubrechen; Bereit-, Daten- und Achtung-LED  zur Statusanzeige Maße (B x T x H): 425 x 410 x 474 mm Gewicht: 21,3 kg  Produktbeschreibung des HP LaserJet P3005X:  Der leistungsstärkste LaserJet der P3005 Serie: Der professionell aufbereitete & gebrauchte HP LaserJet P3005X Duplexer bietet Ihnen problemloses, wartungsarmes Drucken, und Sie können sich somit ganz auf Ihre geschäftlichen Aufgaben konzentrieren. Mit dem LaserJet P3005X sparen Sie Zeit und erleben Sie weniger Unterbrechungen, denn der P3005X hat als Standard eine Kapazität der Papierzuführungen von 1100 Blatt. Mit dem intuitiven zwei- zeiligen Bedienfeld und wartungsarmen Druckkassetten des HP LaserJet P3005X vereinfachen Sie die Verwaltung der Druckaufträge spürbar. Zudem können Sie beim P3005X die HP ProRes 1200 (Auflösung von echten 1.200 x 1.200 dpi) bei höchster Geschwindigkeit vewenden, um beeindruckende  Dokumente mit gestochen scharfen Schwarzweißtexten, feinen Linien und klaren Details zu erstellen. Bei uns im Shop gibt es den HP LaserJet P3005X gebraucht und zum messerscharf kalkulierten Preis. Ab in den Warenkorb und erhaltten Sie mit dem LaserJet P3005X den leistungsstärksten Laser-drucker dieser Top Serie! kopiererhaus.de - hochwertige Ware, faire Preise. Verglichen mit Consumer Electronic sind unsere HP LaserJet Laserdrucker hochwertige Business Geräte von namhaften Herstellern aus langlebigen Komponenten gefertigt. Bei uns kaufen Sie gebrauchte Top Geräte für eine hohe Auslastung, professionell runderneuert!  Bitte beachten Sie auch unsere Angebot im Nahbereich:  Diesen Kopierer können Sie auch mieten. Sie erhalten gegen eine monatliche Pauschale ein volles Servicepaket welches die Wartung, die Verbrauchsmaterialien und ggf. Reparaturen beinhaltet. Ausgelegt auf ihre ganz individuelle Auslastung & Ihren Bedarf.   ZUSTAND: Unsere Produkte werden fachmännisch aufbereitet. Insbesondere werden Verschleißteile geprüft und überarbeitet, es erfolgt eine aufwändige Reinigung innen und Außen und abschließend werden alle Funktionen nochmals ausführlich getestet. Mit gutem Gewissen können wir dann nochmals Gewährleistung auf die gelieferte Ware bieten. Wir garantieren dass alle Geräte voll funktionsfähig unser Lager verlassen.   LIEFERUMFANG: Artikel wie oben beschrieben, zusätzl. Stromkabel, sowie Rechnung mit ausgew. MwSt. Nicht mitgeliefert werden die Produkthandbücher, Softwaretreiber sowie PC-Anschlußkabel. Softwaretreiber und Handbücher können von den jeweiligen Herstellerseiten im Internet kostenlos bezogen werden. Bitte beachten Sie dass die Lieferung dieses Artikels bis zur Bordsteinkante erfolgt.   Treiber & Produkthandbücher: Die Hersteller halten in der Regel auf Ihren Webseiten die aktuellen Treiber und Handbücher zum kostenlosen Download zur Verfügung. Sollten Sie nicht fündig werden kontaktieren Sie uns bitte.|Kopiererhaus > Drucker|169.00|3-5 Werktage|http://www.kopiererhaus.de/hp-laserjet-p3005x-q7816a|https://www.kopiererhaus.de/media/catalog/product/3/9/391482941_254320.jpg
392223856|883585430000|CB514AABU|HP|HP Laserjet P4515N - CB514A|  HP Laserjet P4515N   + Unschlagbar schnell mit 60 Seiten pro Minute in bester Qualität +    Technische Daten des HP Laserjet P4515N  Drucktechnologie Schwarzweiß-Laser Druckgeschwindigkeit DIN A4 schwarzweiß: Bis zu 60 S./Min. Erstes Auslagern Schwarzweiß: < 8,5 Sek. (aus Bereitschaftsmodus) Prozessor: 540 MHz, Motorola ColdFire® V5x Speicher: 128 MB, Erweiterbar auf 640 MB über einen 144-poligen 32-Bit DDR2 DIMM-Steckplatz Auflösung: Bis zu 1.200 x 1.200 dpi Druckqualität: HP REt, HP FastRes 1200, HP ProRes 1200, HP 600 dpi, HP 300 dpi Druckersprachen: HP PCL 6, HP PCL 5e, HP Postscript Level 3 Emulation, Direct PDF Printing v 1.4 (mindestens 128 MB Druckerspeicher erforderlich, 192 MB empfohlen) Schriftarten/Fonts: 80 HP Schrift-Set (plus Griechisch, Hebräisch, Kyrillisch, Arabisch) Druckleistung (monatlich, A4): Bis zu 275.000 Seiten empfohlenes monatliches Druckvolumen: 5.000 bis 20.000 Seiten Druckmedienkapazität: Fach1: 100 Blatt, Fach2: 500 Blatt, Fach3: 500 Blatt (optional) Schnittstellen und Konnektivität: Eingebetteter Jetdirect (Gigabit Ethernet) Printserver, 1 Hi-Speed USB 2.0, 1 EIO-Steckplatz, 1 externer und 2 interne Host USB 2.0 Anschlüsse für Drittanbieterlösungen Bedienfeld: Vierzeiliges LCD-Display 2,29 x 5,33 cm, 3 Kontroll-LEDs (Bereit, Daten, Achtung), Tasten (10 Zifferntasten, Information, Zurück, Stopp/Abbrechen, OK, Umschalten auf/ab) Maße (B x T x H): 419 x 450 x 393 mm Gewicht: 25,82 kg  Produktbeschreibung des HP Laserjet P4515N:  Robust und mühelos bedienbar: Der fachmännisch generalüberholte & gebrauchte HP Laserjet P4515N ist der schnellste LaserJet Schwarzweiß-Einzelfunktionsdruckervon HP mit hoher Leistung, hohen Druckgeschwindigkeiten von bis zu 60 S./Min., zuverlässiger Sicherheit und flexiblen Erweiterungsmöglichkeiten über eine Auswahl an Papierhandhabungs- und Weiterverarbeitungsoptionen. Der LaserJet P4515N hat keinen Zeitverlust durch Aufwärmphase des Druckers und sorgt für eine Ausgabe der ersten Seite in nur 8,5 Sekunden aus dem Bereitschaftsmodus dank der Instant-on-Technologie. Integrierte Gigabit-Netzwerktechnologie für die gemeinsame Nutzung des Druckers in großen Arbeitsgruppen machen den HP LaserJet P4515N zum zuverlässigen Netzwerkpartner. Zudem bietet der HP LaserJet P4515N branchenführende Sicherheitsfunktionen wie erweiterte IPSec-Verschlüsselung sowie Unterstützung für Standard-Sicherheitsprotokolle. Wir haben den HP Laserjet P4515N gebraucht und zum zuverlässig günstigen Preis. Ab in den Warenkorb und erwerben Sie mit dem LaserJet P4515N einen Laserdrucker für robuste Sicherheit kombiniert mit müheloser Bedienung und Verwaltung! kopiererhaus.de - hochwertige Ware, faire Preise. Verglichen mit Consumer Electronic sind unsere HP LaserJet Laserdrucker hochwertige Business Geräte von namhaften Herstellern aus langlebigen Komponenten gefertigt. Bei uns kaufen Sie gebrauchte Top Geräte für eine hohe Auslastung, professionell runderneuert! Bitte beachten Sie auch unsere Angebot im Nahbereich:  Diesen Kopierer können Sie auch mieten. Sie erhalten gegen eine monatliche Pauschale ein volles Servicepaket welches die Wartung, die Verbrauchsmaterialien und ggf. Reparaturen beinhaltet. Ausgelegt auf ihre ganz individuelle Auslastung & Ihren Bedarf.   ZUSTAND: Unsere Produkte werden fachmännisch aufbereitet. Insbesondere werden Verschleißteile geprüft und überarbeitet, es erfolgt eine aufwändige Reinigung innen und Außen und abschließend werden alle Funktionen nochmals ausführlich getestet. Mit gutem Gewissen können wir dann nochmals Gewährleistung auf die gelieferte Ware bieten. Wir garantieren dass alle Geräte voll funktionsfähig unser Lager verlassen.   LIEFERUMFANG: Artikel wie oben beschrieben, zusätzl. Stromkabel, sowie Rechnung mit ausgew. MwSt. Nicht mitgeliefert werden die Produkthandbücher, Softwaretreiber sowie PC-Anschlußkabel. Softwaretreiber und Handbücher können von den jeweiligen Herstellerseiten im Internet kostenlos bezogen werden. Bitte beachten Sie dass die Lieferung dieses Artikels bis zur Bordsteinkante erfolgt.   Treiber & Produkthandbücher: Die Hersteller halten in der Regel auf Ihren Webseiten die aktuellen Treiber und Handbücher zum kostenlosen Download zur Verfügung. Sollten Sie nicht fündig werden kontaktieren Sie uns bitte.|Kopiererhaus > Drucker|449.00|3-5 Werktage|http://www.kopiererhaus.de/hp-laserjet-p4515n-cb514a|https://www.kopiererhaus.de/media/catalog/product/3/9/392223856_299732.jpg
393728791|0882780567252|Q7815A|HP|HP Laserjet P3005DN - Q7815A|   HP Laserjet P3005DN   + Netzwerkfähig, Duplexeinheit integriert und kompakt in der Form +    Technische Daten des HP Laserjet P3005DN  Druckverfahren: Schwarzweiß-Laserdruck Druckgeschwindigkeit: DIN A4 s/w bis zu 33 Seiten/Min. Prozessor: 400 MHz, Motorola ColdFire® V5 Speicher (RAM): 48 MB, Erweiterbar auf 304 / 320 MB über einen standard 144-Pin-DIMM-Steckplatz Max. Auflösung (S/W): 1200 dpi x 1200 dpi Druckersprache:HP PCL 6, HP PCL 5e, HP Postscript Level 3 Emulation, PDF-Direktdruck v1.4 (mit mindestens 128 MB Druckerspeicher) Schnittstelle: Hi-Speed USB 2.0 Schnittstelle, ein freier EIO-Steckplatz, integrierter HP Jetdirect Fast Ethernet Printserver; Druckvolumen: Bis zu 100.000 Seiten pro Monat Duplex: Standard Gesamte Medienkapazität: 600 Blätter Mediazuführungen: 1 x automatischer Dokumenteneinzug - 100 Blätter - Legal (216 x 356 mm) Gewicht: 60 g/m2 - 200 g/m2; 1 x automatischer Dokumenteneinzug - 500 Blätter - Legal (216 x 356 mm) Gewicht: 60 g/m2 - 120 g/m Bedienfeld: Zweizeiliges grafikfähiges Display; Hilfe-Taste für Informationen zur Meldung auf dem Display; Zurück-Taste, um im Menü  zurückzuspringen oder zu beenden; Pause-/Fortsetzen-Taste, um Druckvorgänge zu unterbrechen und wieder aufzunehmen;  Nach-oben-Taste, um in Listen zum vorherigen Eintrag zu navigieren oder den Wert von numerischen Positionen zu erhöhen;  Nach-unten-Taste, um in Listen zum nachfolgenden Eintrag zu navigieren oder den Wert von numerischen Positionen zu verringern;  Auswahl-Taste, um Menüs zu öffnen und Optionen auszuwählen, Fehlermeldungen zu beheben, ausgewählte Elemente zu speichern  und die hervorgehobene Aktion auszuführen; Druckabbruch-Taste, um Druckaufträge abzubrechen; Bereit-, Daten- und Achtung-LED  zur Statusanzeige Maße (B x T x H): 425 x 410 x 310 mm Gewicht: 16,2 kg  Produktbeschreibung des HP Laserjet P3005DN: Für bleibende Eindrücke: Der vom Fachmann runderneuerte & gebrauchte HP LaserJet P3005DN Duplexer erstellt für Sie messerscharfe Geschäfts-dokumente, die mit der Druckqualität von echten 1.200 dpi Ihr Team und Ihre Partner beeindrucken werden. Der LaserJet P3005DN verfügt zuverlässige HP LaserJet Druckkassetten mit einem hohen Ertrag, die stets eine profesisonelle Qualität liefern und für den präzisen Betrieb mit dem P3005DN ausgelegt sind. Beim HP LaserJet P3005DN können Sie sich auf stets konsistente Ergebnisse bei schnellen Geschwindigkeiten mit HP Toner verlassen, der speziell für den P3005DN sowie ausgezeichnete Druckqualität bei schnellen Druckgeschwindigkeiten gefertigt ist. Verwenden Sie beim P3005DN HP ProRes 1200 (Auflösung von echten 1.200 x 1.200 dpi) bei höchster Geschwindigkeit, um beeindruckende Dokumente mit gestochen scharfen Schwarz-weißtexten, feinen Linien und klaren Details zu erstellen. Wir haben den HP LaserJet P3005DN gebraucht und zum chillischarfen Preis. Gleich bestellen und mit dem wartungsarmen LaserJet P3005DN für bleibende Eindrücke sorgen! kopiererhaus.de - hochwertige Ware, faire Preise. Verglichen mit Consumer Electronic sind unsere HP LaserJet Laserdrucker hochwertige Business Geräte von namhaften Herstellern aus langlebigen Komponenten gefertigt. Bei uns kaufen Sie gebrauchte Top Geräte für eine hohe Auslastung, professionell runderneuert! Bitte beachten Sie auch unsere Angebot im Nahbereich:  Diesen Kopierer können Sie auch mieten. Sie erhalten gegen eine monatliche Pauschale ein volles Servicepaket welches die Wartung, die Verbrauchsmaterialien und ggf. Reparaturen beinhaltet. Ausgelegt auf ihre ganz individuelle Auslastung & Ihren Bedarf.   ZUSTAND: Unsere Produkte werden fachmännisch aufbereitet. Insbesondere werden Verschleißteile geprüft und überarbeitet, es erfolgt eine aufwändige Reinigung innen und Außen und abschließend werden alle Funktionen nochmals ausführlich getestet. Mit gutem Gewissen können wir dann nochmals Gewährleistung auf die gelieferte Ware bieten. Wir garantieren dass alle Geräte voll funktionsfähig unser Lager verlassen.   LIEFERUMFANG: Artikel wie oben beschrieben, zusätzl. Stromkabel, sowie Rechnung mit ausgew. MwSt. Nicht mitgeliefert werden die Produkthandbücher, Softwaretreiber sowie PC-Anschlußkabel. Softwaretreiber und Handbücher können von den jeweiligen Herstellerseiten im Internet kostenlos bezogen werden. Bitte beachten Sie dass die Lieferung dieses Artikels bis zur Bordsteinkante erfolgt.   Treiber & Produkthandbücher: Die Hersteller halten in der Regel auf Ihren Webseiten die aktuellen Treiber und Handbücher zum kostenlosen Download zur Verfügung. Sollten Sie nicht fündig werden kontaktieren Sie uns bitte.|Kopiererhaus > Drucker|149.00|3-5 Werktage|http://www.kopiererhaus.de/hp-laserjet-p3005dn-q7815a|https://www.kopiererhaus.de/media/catalog/product/6/2/627579.jpg
396493036|0829160126517|Q3714A|HP|HP Color LaserJet 5550N - Q3714A|    HP Color LaserJet 5550N   + Unser Topseller im Bereich Farbe & A3 + Günstig in der Anschaffung +   Technische Daten des HP Color LaserJet 5550N  Druckgeschwindigkeit S/W-Farbe: 28 ppm First page out: 16 sec ausgelegt für monatlichen Druckvolumen: 120.000 Seiten Installierter RAM (Max.): 160 MB ( 544 MB ) - DDR SDRAM - SO DIMM 200-polig Druckersprache: PCL 5C, PostScript 3, PCL 6, PDF 1.3 Druckauflösung: 600 x 600 dpi S/W und Farbe Gesamte Medienkapazität: 600 Blätter = 1x 500-Blatt-Papierzuführung + 1x 100-Blatt-Universalzuführung Medienformat: DIN A3, DIN A4, DIN A5, B4-JIS, B5-JIS Schnittstelle und Anschlussmöglichkeiten: Standard: IEEE 1284-kompatible bidirektionale Parallelschnittstelle mit Stecker vom Typ C, USB 1.1-Schnittstelle, Jetlink-Schnittstelle, interner HP Jetdirect 620N Printserver 10/100Base-TX freie EIO-Steckplätze: 2 Steckplätze Bedienfeld: 4-zeiliges LCD-Anzeigenfeld mit Hintergrundbeleuchtung und animierten Druckergrafiken, 3 Status-LEDs. Tasten "Abbrechen", "Pause/Fortsetzen", "Hilfe" Abmessungen (B x T x H): 577 x 704 x 640 mm Gewicht: 60 kg  Produktbeschreibung des HP Color LaserJet 5550N: Brilliante Druckqualtität für anspruchsvolle Nutzer: Der von unseren Profis aufbereitete & gebrauchte HP Color LaserJet 5550N erfüllt dank seines bewährt praktischen und nutzerfreundlichen Designs, seiner hohen Leistung und flexiblen Funktionen die Anforderungen dynamischer Arbeitsgruppen spielend. Mit dem HP Color LaserJet 5550N erzielen Sie ein professionelles Erscheinungsbild für Ihr Unternehmen mit HP ImageREt 3600-Druckqualität und er eignet sich bestens für anspruchsvolle Arbeitsgruppen, Marketing- und Vertriebsabteilungen in Unternehmen oder Design- und Werbeagenturen. Mit dem HP Color LaserJet 5550N erhalten Sie eine kostengünstige Drucklösung für die Erstellung hochwertiger Farb- und Schwarzweißdokumente in Formaten bis  DIN A3 für die unternehmensinterne Verwendung und die Kommunikation mit Ihren Kunden. Für Sie haben Wir den HP Color LaserJet 5550N gebraucht und wie immer ansprechend kostengünstig. Ab in den Warenkorb und erhhalten Sie mit dem HP Color LaserJet 5550N eine brilliante A3 Druckqualtität für anspruchsvolle Nutzer! kopiererhaus.de - hochwertige Ware, faire Preise. Verglichen mit Consumer Electronic sind unsere HP Color LaserJet A3 Farblaserdrucker hochwertige Business Geräte von namhaften Herstellern aus langlebigen Komponenten gefertigt. Bei uns kaufen Sie gebrauchte Top Geräte für eine hohe Auslastung, professionell runderneuert! Bitte beachten Sie auch unsere Angebot im Nahbereich:  Diesen Kopierer können Sie auch mieten. Sie erhalten gegen eine monatliche Pauschale ein volles Servicepaket welches die Wartung, die Verbrauchsmaterialien und ggf. Reparaturen beinhaltet. Ausgelegt auf ihre ganz individuelle Auslastung & Ihren Bedarf.   ZUSTAND: Unsere Produkte werden fachmännisch aufbereitet. Insbesondere werden Verschleißteile geprüft und überarbeitet, es erfolgt eine aufwändige Reinigung innen und Außen und abschließend werden alle Funktionen nochmals ausführlich getestet. Mit gutem Gewissen können wir dann nochmals Gewährleistung auf die gelieferte Ware bieten. Wir garantieren dass alle Geräte voll funktionsfähig unser Lager verlassen.   LIEFERUMFANG: Artikel wie oben beschrieben, zusätzl. Stromkabel, sowie Rechnung mit ausgew. MwSt. Nicht mitgeliefert werden die Produkthandbücher, Softwaretreiber sowie PC-Anschlußkabel. Softwaretreiber und Handbücher können von den jeweiligen Herstellerseiten im Internet kostenlos bezogen werden. Bitte beachten Sie dass die Lieferung dieses Artikels bis zur Bordsteinkante erfolgt.   Treiber & Produkthandbücher: Die Hersteller halten in der Regel auf Ihren Webseiten die aktuellen Treiber und Handbücher zum kostenlosen Download zur Verfügung. Sollten Sie nicht fündig werden kontaktieren Sie uns bitte.|Kopiererhaus > Drucker|499.00|3-5 Werktage|http://www.kopiererhaus.de/hp-color-laserjet-5500n-farblaserdrucker-mit-lan-anschluss-c7131a|https://www.kopiererhaus.de/media/catalog/product/3/9/396493036_155136.jpg
